157.8 4.4461
200.71 4.3105
250.48 4.1207
308.87 3.6603
494.39 1.8661
559.58 1.8657
653.98 1.5673
744.93 1.4584
871.89 1.4575
1029.73 1.4428
1221.89 1.4279
1408.89 1.4604
1601.04 1.5469
