# L/ctau      LLPfraction
1.518987e-04  9.998673e-01
1.704332e-04  9.998511e-01
1.912292e-04  9.998330e-01
2.145627e-04  9.998126e-01
2.407433e-04  9.997897e-01
2.701184e-04  9.997641e-01
3.030778e-04  9.997353e-01
3.400589e-04  9.997030e-01
3.815524e-04  9.996667e-01
4.281088e-04  9.996261e-01
4.803460e-04  9.995804e-01
5.389570e-04  9.995293e-01
5.569620e-04  9.995135e-01
6.047198e-04  9.994718e-01
6.249217e-04  9.994542e-01
6.785067e-04  9.994074e-01
7.011736e-04  9.993876e-01
7.612971e-04  9.993351e-01
7.867298e-04  9.993129e-01
8.541894e-04  9.992540e-01
8.827253e-04  9.992291e-01
9.584162e-04  9.991630e-01
9.904341e-04  9.991350e-01
1.075361e-03  9.990609e-01
1.111285e-03  9.990295e-01
1.206575e-03  9.989463e-01
1.246883e-03  9.989112e-01
1.353799e-03  9.988178e-01
1.399025e-03  9.987783e-01
1.518987e-03  9.986736e-01
1.569732e-03  9.986294e-01
1.704332e-03  9.985119e-01
1.761269e-03  9.984622e-01
1.912292e-03  9.983304e-01
1.976176e-03  9.982747e-01
2.145627e-03  9.981268e-01
2.217306e-03  9.980643e-01
2.407433e-03  9.978984e-01
2.487858e-03  9.978282e-01
2.701184e-03  9.976422e-01
2.791423e-03  9.975635e-01
3.030778e-03  9.973547e-01
3.132028e-03  9.972664e-01
3.400589e-03  9.970323e-01
3.514193e-03  9.969332e-01
3.815524e-03  9.966706e-01
3.942989e-03  9.965595e-01
4.281088e-03  9.962648e-01
4.424107e-03  9.961402e-01
4.803460e-03  9.958097e-01
4.963929e-03  9.956699e-01
5.389570e-03  9.952992e-01
5.569620e-03  9.951424e-01
6.047198e-03  9.947266e-01
6.249217e-03  9.945508e-01
6.785067e-03  9.940844e-01
7.011736e-03  9.938872e-01
7.612971e-03  9.933642e-01
7.867298e-03  9.931431e-01
8.541894e-03  9.925566e-01
8.827253e-03  9.923085e-01
9.584162e-03  9.916509e-01
9.904341e-03  9.913727e-01
1.075361e-02  9.906353e-01
1.111285e-02  9.903235e-01
1.206575e-02  9.894967e-01
1.246883e-02  9.891471e-01
1.353799e-02  9.882202e-01
1.399025e-02  9.878283e-01
1.518987e-02  9.867892e-01
1.569732e-02  9.863499e-01
1.704332e-02  9.851854e-01
1.761269e-02  9.846930e-01
1.912292e-02  9.833879e-01
1.976176e-02  9.828362e-01
2.145627e-02  9.813738e-01
2.217306e-02  9.807556e-01
2.407433e-02  9.791172e-01
2.487858e-02  9.784247e-01
2.701184e-02  9.765896e-01
2.791423e-02  9.758140e-01
3.030778e-02  9.737589e-01
3.132028e-02  9.728904e-01
3.400589e-02  9.705895e-01
3.514193e-02  9.696174e-01
3.815524e-02  9.670420e-01
3.942989e-02  9.659540e-01
4.281088e-02  9.630724e-01
4.424107e-02  9.618552e-01
4.803460e-02  9.586320e-01
4.963929e-02  9.572709e-01
5.389570e-02  9.536671e-01
5.569620e-02  9.521456e-01
