# L/ctau      LLPfraction
1.518987e-04  9.998014e-01
1.704332e-04  9.997772e-01
1.912292e-04  9.997500e-01
2.145627e-04  9.997195e-01
2.407433e-04  9.996852e-01
2.701184e-04  9.996468e-01
3.030778e-04  9.996037e-01
3.400589e-04  9.995554e-01
3.815524e-04  9.995012e-01
4.281088e-04  9.994403e-01
4.803460e-04  9.993721e-01
5.389570e-04  9.992955e-01
5.569620e-04  9.992720e-01
6.047198e-04  9.992096e-01
6.249217e-04  9.991832e-01
6.785067e-04  9.991132e-01
7.011736e-04  9.990835e-01
7.612971e-04  9.990050e-01
7.867298e-04  9.989718e-01
8.541894e-04  9.988837e-01
8.827253e-04  9.988464e-01
9.584162e-04  9.987476e-01
9.904341e-04  9.987057e-01
1.075361e-03  9.985949e-01
1.111285e-03  9.985480e-01
1.206575e-03  9.984236e-01
1.246883e-03  9.983709e-01
1.353799e-03  9.982314e-01
1.399025e-03  9.981724e-01
1.518987e-03  9.980158e-01
1.569732e-03  9.979496e-01
1.704332e-03  9.977740e-01
1.761269e-03  9.976998e-01
1.912292e-03  9.975028e-01
1.976176e-03  9.974195e-01
2.145627e-03  9.971986e-01
2.217306e-03  9.971052e-01
2.407433e-03  9.968574e-01
2.487858e-03  9.967526e-01
2.701184e-03  9.964747e-01
2.791423e-03  9.963572e-01
3.030778e-03  9.960455e-01
3.132028e-03  9.959137e-01
3.400589e-03  9.955642e-01
3.514193e-03  9.954164e-01
3.815524e-03  9.950245e-01
3.942989e-03  9.948588e-01
4.281088e-03  9.944193e-01
4.424107e-03  9.942335e-01
4.803460e-03  9.937408e-01
4.963929e-03  9.935325e-01
5.389570e-03  9.929801e-01
5.569620e-03  9.927466e-01
6.047198e-03  9.921274e-01
6.249217e-03  9.918656e-01
6.785067e-03  9.911716e-01
7.011736e-03  9.908782e-01
7.612971e-03  9.901005e-01
7.867298e-03  9.897717e-01
8.541894e-03  9.889002e-01
8.827253e-03  9.885318e-01
9.584162e-03  9.875554e-01
9.904341e-03  9.871427e-01
1.075361e-02  9.860490e-01
1.111285e-02  9.855868e-01
1.206575e-02  9.843619e-01
1.246883e-02  9.838443e-01
1.353799e-02  9.824729e-01
1.399025e-02  9.818934e-01
1.518987e-02  9.803582e-01
1.569732e-02  9.797096e-01
1.704332e-02  9.779917e-01
1.761269e-02  9.772660e-01
1.912292e-02  9.753441e-01
1.976176e-02  9.745324e-01
2.145627e-02  9.723831e-01
2.217306e-02  9.714756e-01
2.407433e-02  9.690730e-01
2.487858e-02  9.680587e-01
2.701184e-02  9.653742e-01
2.791423e-02  9.642412e-01
3.030778e-02  9.612431e-01
3.132028e-02  9.599781e-01
3.400589e-02  9.566317e-01
3.514193e-02  9.552202e-01
3.815524e-02  9.514875e-01
3.942989e-02  9.499136e-01
4.281088e-02  9.457529e-01
4.424107e-02  9.439991e-01
4.803460e-02  9.393651e-01
4.963929e-02  9.374126e-01
5.389570e-02  9.322558e-01
5.569620e-02  9.300841e-01
6.047198e-02  9.243514e-01
6.249217e-02  9.219385e-01
6.785067e-02  9.155726e-01
7.011736e-02  9.128947e-01
7.612971e-02  9.058345e-01
7.867298e-02  9.028665e-01
8.541894e-02  8.950470e-01
8.827253e-02  8.917623e-01
9.584162e-02  8.831154e-01
9.904341e-02  8.794861e-01
