# L/ctau      LLPfraction
1.518987e-04  9.998595e-01
1.704332e-04  9.998423e-01
1.912292e-04  9.998231e-01
2.145627e-04  9.998015e-01
2.407433e-04  9.997773e-01
2.701184e-04  9.997501e-01
3.030778e-04  9.997196e-01
3.400589e-04  9.996854e-01
3.815524e-04  9.996470e-01
4.281088e-04  9.996040e-01
4.803460e-04  9.995557e-01
5.389570e-04  9.995014e-01
5.569620e-04  9.994848e-01
6.047198e-04  9.994406e-01
6.249217e-04  9.994219e-01
6.785067e-04  9.993724e-01
7.011736e-04  9.993514e-01
7.612971e-04  9.992958e-01
7.867298e-04  9.992723e-01
8.541894e-04  9.992099e-01
8.827253e-04  9.991835e-01
9.584162e-04  9.991135e-01
9.904341e-04  9.990839e-01
1.075361e-03  9.990054e-01
1.111285e-03  9.989722e-01
1.206575e-03  9.988841e-01
1.246883e-03  9.988468e-01
1.353799e-03  9.987480e-01
1.399025e-03  9.987062e-01
1.518987e-03  9.985953e-01
1.569732e-03  9.985484e-01
1.704332e-03  9.984240e-01
1.761269e-03  9.983714e-01
1.912292e-03  9.982318e-01
1.976176e-03  9.981728e-01
2.145627e-03  9.980162e-01
2.217306e-03  9.979500e-01
2.407433e-03  9.977743e-01
2.487858e-03  9.977000e-01
2.701184e-03  9.975030e-01
2.791423e-03  9.974196e-01
3.030778e-03  9.971986e-01
3.132028e-03  9.971051e-01
3.400589e-03  9.968571e-01
3.514193e-03  9.967523e-01
3.815524e-03  9.964741e-01
3.942989e-03  9.963565e-01
4.281088e-03  9.960445e-01
4.424107e-03  9.959125e-01
4.803460e-03  9.955625e-01
4.963929e-03  9.954145e-01
5.389570e-03  9.950220e-01
5.569620e-03  9.948560e-01
6.047198e-03  9.944157e-01
6.249217e-03  9.942295e-01
6.785067e-03  9.937358e-01
7.011736e-03  9.935270e-01
7.612971e-03  9.929733e-01
7.867298e-03  9.927391e-01
8.541894e-03  9.921182e-01
8.827253e-03  9.918556e-01
9.584162e-03  9.911593e-01
9.904341e-03  9.908649e-01
1.075361e-02  9.900843e-01
1.111285e-02  9.897542e-01
1.206575e-02  9.888789e-01
1.246883e-02  9.885089e-01
1.353799e-02  9.875277e-01
1.399025e-02  9.871129e-01
1.518987e-02  9.860132e-01
1.569732e-02  9.855482e-01
1.704332e-02  9.843157e-01
1.761269e-02  9.837947e-01
1.912292e-02  9.824135e-01
1.976176e-02  9.818297e-01
2.145627e-02  9.802823e-01
2.217306e-02  9.796282e-01
2.407433e-02  9.778948e-01
2.487858e-02  9.771621e-01
2.701184e-02  9.752207e-01
2.791423e-02  9.744003e-01
3.030778e-02  9.722265e-01
3.132028e-02  9.713080e-01
3.400589e-02  9.688746e-01
3.514193e-02  9.678466e-01
3.815524e-02  9.651234e-01
3.942989e-02  9.639731e-01
4.281088e-02  9.609267e-01
4.424107e-02  9.596402e-01
4.803460e-02  9.562335e-01
4.963929e-02  9.547950e-01
5.389570e-02  9.509871e-01
5.569620e-02  9.493796e-01
6.047198e-02  9.451253e-01
6.249217e-02  9.433299e-01
6.785067e-02  9.385796e-01
7.011736e-02  9.365755e-01
7.612971e-02  9.312748e-01
7.867298e-02  9.290392e-01
8.541894e-02  9.231287e-01
8.827253e-02  9.206370e-01
9.584162e-02  9.140521e-01
9.904341e-02  9.112774e-01
1.075361e-01  9.039483e-01
1.111285e-01  9.008615e-01
1.206575e-01  8.927132e-01
1.246883e-01  8.892835e-01
1.353799e-01  8.802357e-01
1.399025e-01  8.764301e-01
1.518987e-01  8.663983e-01
1.569732e-01  8.621822e-01
1.704332e-01  8.510781e-01
1.761269e-01  8.464155e-01
1.912292e-01  8.341480e-01
1.976176e-01  8.290024e-01
2.145627e-01  8.154796e-01
2.217306e-01  8.098143e-01
2.407433e-01  7.949456e-01
2.487858e-01  7.887252e-01
2.701184e-01  7.724244e-01
2.791423e-01  7.656157e-01
3.030778e-01  7.478048e-01
3.132028e-01  7.403791e-01
3.400589e-01  7.209931e-01
3.514193e-01  7.129278e-01
3.815524e-01  6.919204e-01
3.942989e-01  6.832016e-01
4.281088e-01  6.605523e-01
4.424107e-01  6.511780e-01
4.803460e-01  6.268990e-01
4.963929e-01  6.168820e-01
5.389570e-01  5.910272e-01
5.569620e-01  5.803983e-01
6.047198e-01  5.530712e-01
6.249217e-01  5.418828e-01
6.785067e-01  5.132441e-01
7.011736e-01  5.015728e-01
7.612971e-01  4.718465e-01
7.867298e-01  4.597951e-01
8.541894e-01  4.292724e-01
8.827253e-01  4.169704e-01
9.584162e-01  3.860082e-01
9.904341e-01  3.736109e-01
1.075361e+00  3.426267e-01
1.111285e+00  3.303112e-01
1.206575e+00  2.997699e-01
1.246883e+00  2.877290e-01
1.353799e+00  2.581244e-01
1.399025e+00  2.465575e-01
1.518987e+00  2.183865e-01
1.569732e+00  2.074886e-01
1.704332e+00  1.812209e-01
1.761269e+00  1.711695e-01
1.912292e+00  1.472153e-01
1.976176e+00  1.381577e-01
2.145627e+00  1.168368e-01
2.217306e+00  1.088790e-01
2.407433e+00  9.039576e-02
2.487858e+00  8.359394e-02
2.701184e+00  6.802236e-02
2.791423e+00  6.237922e-02
3.030778e+00  4.966034e-02
3.132028e+00  4.512696e-02
3.400589e+00  3.507982e-02
3.514193e+00  3.156258e-02
3.815524e+00  2.390750e-02
3.942989e+00  2.127936e-02
4.281088e+00  1.567003e-02
4.424107e+00  1.378449e-02
4.803460e+00  9.843984e-03
4.963929e+00  8.549427e-03
5.389570e+00  5.904810e-03
5.569620e+00  5.057369e-03
6.047198e+00  3.368166e-03
6.249217e+00  2.841367e-03
6.785067e+00  1.818830e-03
7.011736e+00  1.509234e-03
7.612971e+00  9.253276e-04
7.867298e+00  7.541531e-04
8.541894e+00  4.411986e-04
8.827253e+00  3.526313e-04
9.584162e+00  1.960585e-04
9.904341e+00  1.534189e-04
1.075361e+01  8.072348e-05
1.111285e+01  6.173817e-05
1.206575e+01  3.060860e-05
1.246883e+01  2.284025e-05
1.353799e+01  1.062377e-05
1.399025e+01  7.721516e-06
1.569732e+01  2.372049e-06
1.761269e+01  6.591343e-07
1.976176e+01  1.652495e-07
2.217306e+01  3.741494e-08
2.487858e+01  7.700120e-09
2.791423e+01  1.459934e-09
3.132028e+01  2.598302e-10
3.514193e+01  4.409016e-11
3.942989e+01  7.123170e-12
4.424107e+01  1.066920e-12
4.963929e+01  1.415818e-13
