# L/ctau      LLPfraction
1.518987e-04  9.998651e-01
1.704332e-04  9.998487e-01
1.912292e-04  9.998302e-01
2.145627e-04  9.998095e-01
2.407433e-04  9.997862e-01
2.701184e-04  9.997602e-01
3.030778e-04  9.997309e-01
3.400589e-04  9.996981e-01
3.815524e-04  9.996612e-01
4.281088e-04  9.996199e-01
4.803460e-04  9.995735e-01
5.389570e-04  9.995215e-01
5.569620e-04  9.995055e-01
6.047198e-04  9.994631e-01
6.249217e-04  9.994452e-01
6.785067e-04  9.993976e-01
7.011736e-04  9.993775e-01
7.612971e-04  9.993241e-01
7.867298e-04  9.993016e-01
8.541894e-04  9.992417e-01
8.827253e-04  9.992163e-01
9.584162e-04  9.991492e-01
9.904341e-04  9.991208e-01
1.075361e-03  9.990454e-01
1.111285e-03  9.990135e-01
1.206575e-03  9.989289e-01
1.246883e-03  9.988932e-01
1.353799e-03  9.987983e-01
1.399025e-03  9.987582e-01
1.518987e-03  9.986517e-01
1.569732e-03  9.986067e-01
1.704332e-03  9.984873e-01
1.761269e-03  9.984368e-01
1.912292e-03  9.983028e-01
1.976176e-03  9.982462e-01
2.145627e-03  9.980959e-01
2.217306e-03  9.980323e-01
2.407433e-03  9.978637e-01
2.487858e-03  9.977924e-01
2.701184e-03  9.976032e-01
2.791423e-03  9.975232e-01
3.030778e-03  9.973110e-01
3.132028e-03  9.972213e-01
3.400589e-03  9.969832e-01
3.514193e-03  9.968826e-01
3.815524e-03  9.966155e-01
3.942989e-03  9.965026e-01
4.281088e-03  9.962031e-01
4.424107e-03  9.960764e-01
4.803460e-03  9.957404e-01
4.963929e-03  9.955983e-01
5.389570e-03  9.952215e-01
5.569620e-03  9.950621e-01
6.047198e-03  9.946394e-01
6.249217e-03  9.944606e-01
6.785067e-03  9.939866e-01
7.011736e-03  9.937861e-01
7.612971e-03  9.932544e-01
7.867298e-03  9.930296e-01
8.541894e-03  9.924334e-01
8.827253e-03  9.921812e-01
9.584162e-03  9.915126e-01
9.904341e-03  9.912299e-01
1.075361e-02  9.904802e-01
1.111285e-02  9.901632e-01
1.206575e-02  9.893227e-01
1.246883e-02  9.889673e-01
1.353799e-02  9.880249e-01
1.399025e-02  9.876265e-01
1.518987e-02  9.865702e-01
1.569732e-02  9.861235e-01
1.704332e-02  9.849395e-01
1.761269e-02  9.844390e-01
1.912292e-02  9.831121e-01
1.976176e-02  9.825511e-01
2.145627e-02  9.810643e-01
2.217306e-02  9.804358e-01
2.407433e-02  9.787700e-01
2.487858e-02  9.780659e-01
2.701184e-02  9.762000e-01
2.791423e-02  9.754115e-01
3.030778e-02  9.733218e-01
3.132028e-02  9.724388e-01
3.400589e-02  9.700992e-01
3.514193e-02  9.691107e-01
3.815524e-02  9.664920e-01
3.942989e-02  9.653857e-01
4.281088e-02  9.624554e-01
4.424107e-02  9.612177e-01
4.803460e-02  9.579400e-01
4.963929e-02  9.565558e-01
5.389570e-02  9.528910e-01
5.569620e-02  9.513437e-01
6.047198e-02  9.472480e-01
6.249217e-02  9.455192e-01
6.785067e-02  9.409443e-01
7.011736e-02  9.390137e-01
7.612971e-02  9.339066e-01
7.867298e-02  9.317523e-01
8.541894e-02  9.260550e-01
8.827253e-02  9.236526e-01
9.584162e-02  9.173022e-01
9.904341e-02  9.146254e-01
1.075361e-01  9.075532e-01
1.111285e-01  9.045737e-01
1.206575e-01  8.967060e-01
1.246883e-01  8.933932e-01
1.353799e-01  8.846509e-01
1.399025e-01  8.809723e-01
1.518987e-01  8.712715e-01
1.569732e-01  8.671928e-01
1.704332e-01  8.564457e-01
1.761269e-01  8.519309e-01
1.912292e-01  8.400462e-01
1.976176e-01  8.350586e-01
2.145627e-01  8.219437e-01
2.217306e-01  8.164461e-01
2.407433e-01  8.020086e-01
2.487858e-01  7.959646e-01
2.701184e-01  7.801155e-01
2.791423e-01  7.734908e-01
3.030778e-01  7.561479e-01
3.132028e-01  7.489116e-01
3.400589e-01  7.300041e-01
3.514193e-01  7.221310e-01
3.815524e-01  7.016052e-01
3.942989e-01  6.930780e-01
4.281088e-01  6.709037e-01
4.424107e-01  6.617162e-01
4.803460e-01  6.378940e-01
4.963929e-01  6.280538e-01
5.389570e-01  6.026239e-01
5.569620e-01  5.921560e-01
6.047198e-01  5.652058e-01
6.249217e-01  5.541559e-01
6.785067e-01  5.258288e-01
7.011736e-01  5.142663e-01
7.612971e-01  4.847682e-01
7.867298e-01  4.727885e-01
8.541894e-01  4.423921e-01
8.827253e-01  4.301179e-01
9.584162e-01  3.991635e-01
9.904341e-01  3.867436e-01
1.075361e+00  3.556348e-01
1.111285e+00  3.432417e-01
1.206575e+00  3.124346e-01
1.246883e+00  3.002587e-01
1.353799e+00  2.702446e-01
1.399025e+00  2.584860e-01
1.518987e+00  2.297675e-01
1.569732e+00  2.186251e-01
1.704332e+00  1.916866e-01
1.761269e+00  1.813457e-01
1.912292e+00  1.566208e-01
1.976176e+00  1.472397e-01
2.145627e+00  1.250796e-01
2.217306e+00  1.167781e-01
2.407433e+00  9.742395e-02
2.487858e+00  9.027352e-02
2.701184e+00  7.383840e-02
2.791423e+00  6.785723e-02
3.030778e+00  5.431940e-02
3.132028e+00  4.947255e-02
3.400589e+00  3.868274e-02
3.514193e+00  3.488766e-02
3.815524e+00  2.658921e-02
