# L/ctau      LLPfraction
1.518987e-04  9.998466e-01
1.704332e-04  9.998278e-01
1.912292e-04  9.998068e-01
2.145627e-04  9.997833e-01
2.407433e-04  9.997568e-01
2.701184e-04  9.997272e-01
3.030778e-04  9.996939e-01
3.400589e-04  9.996565e-01
3.815524e-04  9.996146e-01
4.281088e-04  9.995676e-01
4.803460e-04  9.995149e-01
5.389570e-04  9.994557e-01
5.569620e-04  9.994375e-01
6.047198e-04  9.993893e-01
6.249217e-04  9.993689e-01
6.785067e-04  9.993148e-01
7.011736e-04  9.992919e-01
7.612971e-04  9.992313e-01
7.867298e-04  9.992056e-01
8.541894e-04  9.991375e-01
8.827253e-04  9.991087e-01
9.584162e-04  9.990323e-01
9.904341e-04  9.990000e-01
1.075361e-03  9.989143e-01
1.111285e-03  9.988780e-01
1.206575e-03  9.987819e-01
1.246883e-03  9.987412e-01
1.353799e-03  9.986334e-01
1.399025e-03  9.985877e-01
1.518987e-03  9.984667e-01
1.569732e-03  9.984155e-01
1.704332e-03  9.982798e-01
1.761269e-03  9.982224e-01
1.912292e-03  9.980701e-01
1.976176e-03  9.980057e-01
2.145627e-03  9.978348e-01
2.217306e-03  9.977626e-01
2.407433e-03  9.975710e-01
2.487858e-03  9.974899e-01
2.701184e-03  9.972750e-01
2.791423e-03  9.971841e-01
3.030778e-03  9.969429e-01
3.132028e-03  9.968410e-01
3.400589e-03  9.965705e-01
3.514193e-03  9.964562e-01
3.815524e-03  9.961529e-01
3.942989e-03  9.960246e-01
4.281088e-03  9.956844e-01
4.424107e-03  9.955406e-01
4.803460e-03  9.951591e-01
4.963929e-03  9.949977e-01
5.389570e-03  9.945699e-01
5.569620e-03  9.943890e-01
6.047198e-03  9.939093e-01
6.249217e-03  9.937065e-01
6.785067e-03  9.931686e-01
7.011736e-03  9.929412e-01
7.612971e-03  9.923381e-01
7.867298e-03  9.920832e-01
8.541894e-03  9.914071e-01
8.827253e-03  9.911213e-01
9.584162e-03  9.903635e-01
9.904341e-03  9.900432e-01
1.075361e-02  9.891939e-01
1.111285e-02  9.888348e-01
1.206575e-02  9.878830e-01
1.246883e-02  9.874807e-01
1.353799e-02  9.864143e-01
1.399025e-02  9.859635e-01
1.518987e-02  9.847688e-01
1.569732e-02  9.842639e-01
1.704332e-02  9.829257e-01
1.761269e-02  9.823602e-01
1.912292e-02  9.808617e-01
1.976176e-02  9.802285e-01
2.145627e-02  9.785509e-01
2.217306e-02  9.778420e-01
2.407433e-02  9.759643e-01
2.487858e-02  9.751711e-01
2.701184e-02  9.730700e-01
2.791423e-02  9.721826e-01
3.030778e-02  9.698324e-01
3.132028e-02  9.688400e-01
3.400589e-02  9.662122e-01
3.514193e-02  9.651028e-01
3.815524e-02  9.621659e-01
3.942989e-02  9.609262e-01
4.281088e-02  9.576454e-01
4.424107e-02  9.562609e-01
4.803460e-02  9.525978e-01
4.963929e-02  9.510525e-01
5.389570e-02  9.469651e-01
5.569620e-02  9.452413e-01
6.047198e-02  9.406837e-01
6.249217e-02  9.387622e-01
6.785067e-02  9.336841e-01
7.011736e-02  9.315440e-01
7.612971e-02  9.258907e-01
7.867298e-02  9.235094e-01
8.541894e-02  9.172220e-01
8.827253e-02  9.145750e-01
9.584162e-02  9.075899e-01
9.904341e-02  9.046508e-01
1.075361e-01  8.969002e-01
1.111285e-01  8.936412e-01
1.206575e-01  8.850530e-01
1.246883e-01  8.814445e-01
1.353799e-01  8.719430e-01
1.399025e-01  8.679541e-01
1.518987e-01  8.574606e-01
1.569732e-01  8.530594e-01
1.704332e-01  8.414931e-01
1.761269e-01  8.366472e-01
1.912292e-01  8.239268e-01
1.976176e-01  8.186037e-01
2.145627e-01  8.046489e-01
2.217306e-01  7.988172e-01
2.407433e-01  7.835514e-01
2.487858e-01  7.771816e-01
2.701184e-01  7.605346e-01
2.791423e-01  7.536003e-01
3.030778e-01  7.355119e-01
3.132028e-01  7.279918e-01
3.400589e-01  7.084163e-01
3.514193e-01  7.002956e-01
3.815524e-01  6.792064e-01
3.942989e-01  6.704792e-01
4.281088e-01  6.478750e-01
4.424107e-01  6.385466e-01
4.803460e-01  6.144571e-01
