# L/ctau      LLPfraction
1.518987e-04  9.998679e-01
1.704332e-04  9.998518e-01
1.912292e-04  9.998337e-01
2.145627e-04  9.998134e-01
2.407433e-04  9.997906e-01
2.701184e-04  9.997651e-01
3.030778e-04  9.997364e-01
3.400589e-04  9.997043e-01
3.815524e-04  9.996682e-01
4.281088e-04  9.996277e-01
4.803460e-04  9.995823e-01
5.389570e-04  9.995314e-01
5.569620e-04  9.995157e-01
6.047198e-04  9.994742e-01
6.249217e-04  9.994566e-01
6.785067e-04  9.994100e-01
7.011736e-04  9.993903e-01
7.612971e-04  9.993381e-01
7.867298e-04  9.993160e-01
8.541894e-04  9.992573e-01
8.827253e-04  9.992325e-01
9.584162e-04  9.991667e-01
9.904341e-04  9.991389e-01
1.075361e-03  9.990651e-01
1.111285e-03  9.990339e-01
1.206575e-03  9.989510e-01
1.246883e-03  9.989160e-01
1.353799e-03  9.988231e-01
1.399025e-03  9.987838e-01
1.518987e-03  9.986796e-01
1.569732e-03  9.986355e-01
1.704332e-03  9.985185e-01
1.761269e-03  9.984691e-01
1.912292e-03  9.983379e-01
1.976176e-03  9.982824e-01
2.145627e-03  9.981352e-01
2.217306e-03  9.980729e-01
2.407433e-03  9.979078e-01
2.487858e-03  9.978379e-01
2.701184e-03  9.976527e-01
2.791423e-03  9.975743e-01
3.030778e-03  9.973665e-01
3.132028e-03  9.972786e-01
3.400589e-03  9.970455e-01
3.514193e-03  9.969469e-01
3.815524e-03  9.966854e-01
3.942989e-03  9.965748e-01
4.281088e-03  9.962815e-01
4.424107e-03  9.961574e-01
4.803460e-03  9.958284e-01
4.963929e-03  9.956892e-01
5.389570e-03  9.953202e-01
5.569620e-03  9.951641e-01
6.047198e-03  9.947501e-01
6.249217e-03  9.945751e-01
6.785067e-03  9.941108e-01
7.011736e-03  9.939145e-01
7.612971e-03  9.933938e-01
7.867298e-03  9.931736e-01
8.541894e-03  9.925897e-01
8.827253e-03  9.923428e-01
9.584162e-03  9.916881e-01
9.904341e-03  9.914112e-01
1.075361e-02  9.906770e-01
1.111285e-02  9.903666e-01
1.206575e-02  9.895435e-01
1.246883e-02  9.891954e-01
1.353799e-02  9.882726e-01
1.399025e-02  9.878825e-01
1.518987e-02  9.868480e-01
1.569732e-02  9.864107e-01
1.704332e-02  9.852513e-01
1.761269e-02  9.847611e-01
1.912292e-02  9.834618e-01
1.976176e-02  9.829125e-01
2.145627e-02  9.814565e-01
2.217306e-02  9.808411e-01
2.407433e-02  9.792100e-01
2.487858e-02  9.785205e-01
2.701184e-02  9.766935e-01
2.791423e-02  9.759213e-01
3.030778e-02  9.738752e-01
3.132028e-02  9.730106e-01
3.400589e-02  9.707198e-01
3.514193e-02  9.697519e-01
3.815524e-02  9.671878e-01
3.942989e-02  9.661046e-01
4.281088e-02  9.632355e-01
4.424107e-02  9.620237e-01
4.803460e-02  9.588145e-01
4.963929e-02  9.574593e-01
5.389570e-02  9.538712e-01
5.569620e-02  9.523563e-01
6.047198e-02  9.483463e-01
6.249217e-02  9.466537e-01
6.785067e-02  9.421746e-01
7.011736e-02  9.402846e-01
7.612971e-02  9.352845e-01
7.867298e-02  9.331753e-01
8.541894e-02  9.275976e-01
8.827253e-02  9.252455e-01
9.584162e-02  9.190282e-01
9.904341e-02  9.164076e-01
1.075361e-01  9.094835e-01
1.111285e-01  9.065664e-01
1.206575e-01  8.988632e-01
1.246883e-01  8.956197e-01
1.353799e-01  8.870598e-01
1.399025e-01  8.834580e-01
1.518987e-01  8.739590e-01
1.569732e-01  8.699649e-01
1.704332e-01  8.594402e-01
1.761269e-01  8.550186e-01
1.912292e-01  8.433783e-01
1.976176e-01  8.384928e-01
2.145627e-01  8.256450e-01
2.217306e-01  8.202588e-01
2.407433e-01  8.061118e-01
2.487858e-01  8.001886e-01
2.701184e-01  7.846534e-01
2.791423e-01  7.781586e-01
3.030778e-01  7.611521e-01
3.132028e-01  7.540545e-01
3.400589e-01  7.355041e-01
3.514193e-01  7.277773e-01
3.815524e-01  7.076261e-01
3.942989e-01  6.992514e-01
4.281088e-01  6.774643e-01
4.424107e-01  6.684331e-01
4.803460e-01  6.450041e-01
4.963929e-01  6.353209e-01
5.389570e-01  6.102811e-01
5.569620e-01  5.999668e-01
6.047198e-01  5.733924e-01
6.249217e-01  5.624878e-01
6.785067e-01  5.345085e-01
7.011736e-01  5.230772e-01
7.612971e-01  4.938831e-01
7.867298e-01  4.820137e-01
8.541894e-01  4.518602e-01
8.827253e-01  4.396682e-01
9.584162e-01  4.088779e-01
9.904341e-01  3.965052e-01
1.075361e+00  3.654643e-01
1.111285e+00  3.530769e-01
1.206575e+00  3.222267e-01
1.246883e+00  3.100098e-01
1.353799e+00  2.798314e-01
1.399025e+00  2.679822e-01
1.518987e+00  2.389740e-01
1.569732e+00  2.276911e-01
1.704332e+00  2.003413e-01
