# L/ctau      LLPfraction
1.518987e-04  9.998677e-01
1.704332e-04  9.998515e-01
1.912292e-04  9.998334e-01
2.145627e-04  9.998131e-01
2.407433e-04  9.997903e-01
2.701184e-04  9.997647e-01
3.030778e-04  9.997359e-01
3.400589e-04  9.997037e-01
3.815524e-04  9.996676e-01
4.281088e-04  9.996270e-01
4.803460e-04  9.995815e-01
5.389570e-04  9.995305e-01
5.569620e-04  9.995148e-01
6.047198e-04  9.994732e-01
6.249217e-04  9.994556e-01
6.785067e-04  9.994089e-01
7.011736e-04  9.993892e-01
7.612971e-04  9.993368e-01
7.867298e-04  9.993147e-01
8.541894e-04  9.992559e-01
8.827253e-04  9.992311e-01
9.584162e-04  9.991652e-01
9.904341e-04  9.991373e-01
1.075361e-03  9.990633e-01
1.111285e-03  9.990320e-01
1.206575e-03  9.989491e-01
1.246883e-03  9.989140e-01
1.353799e-03  9.988209e-01
1.399025e-03  9.987815e-01
1.518987e-03  9.986771e-01
1.569732e-03  9.986329e-01
1.704332e-03  9.985157e-01
1.761269e-03  9.984662e-01
1.912292e-03  9.983347e-01
1.976176e-03  9.982791e-01
2.145627e-03  9.981317e-01
2.217306e-03  9.980693e-01
2.407433e-03  9.979039e-01
2.487858e-03  9.978339e-01
2.701184e-03  9.976483e-01
2.791423e-03  9.975698e-01
3.030778e-03  9.973616e-01
3.132028e-03  9.972736e-01
3.400589e-03  9.970400e-01
3.514193e-03  9.969412e-01
3.815524e-03  9.966793e-01
3.942989e-03  9.965685e-01
4.281088e-03  9.962746e-01
4.424107e-03  9.961503e-01
4.803460e-03  9.958207e-01
4.963929e-03  9.956813e-01
5.389570e-03  9.953116e-01
5.569620e-03  9.951552e-01
6.047198e-03  9.947405e-01
6.249217e-03  9.945651e-01
6.785067e-03  9.941001e-01
7.011736e-03  9.939034e-01
7.612971e-03  9.933818e-01
7.867298e-03  9.931612e-01
8.541894e-03  9.925764e-01
8.827253e-03  9.923290e-01
9.584162e-03  9.916731e-01
9.904341e-03  9.913958e-01
1.075361e-02  9.906604e-01
1.111285e-02  9.903495e-01
1.206575e-02  9.895250e-01
1.246883e-02  9.891763e-01
1.353799e-02  9.882521e-01
1.399025e-02  9.878612e-01
1.518987e-02  9.868252e-01
1.569732e-02  9.863871e-01
1.704332e-02  9.852259e-01
1.761269e-02  9.847350e-01
1.912292e-02  9.834337e-01
1.976176e-02  9.828836e-01
2.145627e-02  9.814255e-01
2.217306e-02  9.808092e-01
2.407433e-02  9.791757e-01
2.487858e-02  9.784853e-01
2.701184e-02  9.766557e-01
2.791423e-02  9.758825e-01
3.030778e-02  9.738338e-01
3.132028e-02  9.729681e-01
3.400589e-02  9.706744e-01
3.514193e-02  9.697053e-01
3.815524e-02  9.671383e-01
3.942989e-02  9.660538e-01
4.281088e-02  9.631817e-01
4.424107e-02  9.619686e-01
4.803460e-02  9.587562e-01
4.963929e-02  9.573997e-01
5.389570e-02  9.538084e-01
5.569620e-02  9.522922e-01
6.047198e-02  9.482791e-01
6.249217e-02  9.465852e-01
6.785067e-02  9.421032e-01
7.011736e-02  9.402120e-01
7.612971e-02  9.352092e-01
7.867298e-02  9.330990e-01
8.541894e-02  9.275190e-01
8.827253e-02  9.251662e-01
9.584162e-02  9.189473e-01
9.904341e-02  9.163262e-01
1.075361e-01  9.094015e-01
1.111285e-01  9.064844e-01
1.206575e-01  8.987818e-01
1.246883e-01  8.955389e-01
1.353799e-01  8.869812e-01
1.399025e-01  8.833806e-01
1.518987e-01  8.738858e-01
1.569732e-01  8.698939e-01
1.704332e-01  8.593760e-01
1.761269e-01  8.549577e-01
1.912292e-01  8.433272e-01
1.976176e-01  8.384463e-01
2.145627e-01  8.256120e-01
2.217306e-01  8.202320e-01
2.407433e-01  8.061028e-01
2.487858e-01  8.001876e-01
