# L/ctau      LLPfraction
1.518987e-04  9.998227e-01
1.704332e-04  9.998011e-01
1.912292e-04  9.997769e-01
2.145627e-04  9.997496e-01
2.407433e-04  9.997191e-01
2.701184e-04  9.996848e-01
3.030778e-04  9.996464e-01
3.400589e-04  9.996032e-01
3.815524e-04  9.995548e-01
4.281088e-04  9.995005e-01
4.803460e-04  9.994396e-01
5.389570e-04  9.993712e-01
5.569620e-04  9.993502e-01
6.047198e-04  9.992945e-01
6.249217e-04  9.992710e-01
6.785067e-04  9.992085e-01
7.011736e-04  9.991820e-01
7.612971e-04  9.991119e-01
7.867298e-04  9.990823e-01
8.541894e-04  9.990036e-01
8.827253e-04  9.989703e-01
9.584162e-04  9.988821e-01
9.904341e-04  9.988448e-01
1.075361e-03  9.987458e-01
1.111285e-03  9.987039e-01
1.206575e-03  9.985928e-01
1.246883e-03  9.985459e-01
1.353799e-03  9.984213e-01
1.399025e-03  9.983686e-01
1.518987e-03  9.982288e-01
1.569732e-03  9.981697e-01
1.704332e-03  9.980129e-01
1.761269e-03  9.979466e-01
1.912292e-03  9.977707e-01
1.976176e-03  9.976963e-01
2.145627e-03  9.974990e-01
2.217306e-03  9.974155e-01
2.407433e-03  9.971942e-01
2.487858e-03  9.971006e-01
2.701184e-03  9.968524e-01
2.791423e-03  9.967474e-01
3.030778e-03  9.964689e-01
3.132028e-03  9.963512e-01
3.400589e-03  9.960389e-01
3.514193e-03  9.959068e-01
3.815524e-03  9.955566e-01
3.942989e-03  9.954084e-01
4.281088e-03  9.950157e-01
4.424107e-03  9.948496e-01
4.803460e-03  9.944091e-01
4.963929e-03  9.942228e-01
5.389570e-03  9.937289e-01
5.569620e-03  9.935201e-01
6.047198e-03  9.929663e-01
6.249217e-03  9.927321e-01
6.785067e-03  9.921112e-01
7.011736e-03  9.918487e-01
7.612971e-03  9.911527e-01
7.867298e-03  9.908584e-01
8.541894e-03  9.900782e-01
8.827253e-03  9.897484e-01
9.584162e-03  9.888740e-01
9.904341e-03  9.885043e-01
1.075361e-02  9.875245e-01
1.111285e-02  9.871102e-01
1.206575e-02  9.860123e-01
1.246883e-02  9.855483e-01
1.353799e-02  9.843183e-01
1.399025e-02  9.837985e-01
1.518987e-02  9.824209e-01
1.569732e-02  9.818387e-01
1.704332e-02  9.802960e-01
1.761269e-02  9.796441e-01
1.912292e-02  9.779171e-01
1.976176e-02  9.771874e-01
2.145627e-02  9.752544e-01
2.217306e-02  9.744378e-01
2.407433e-02  9.722750e-01
2.487858e-02  9.713615e-01
2.701184e-02  9.689423e-01
2.791423e-02  9.679207e-01
3.030778e-02  9.652159e-01
3.132028e-02  9.640740e-01
3.400589e-02  9.610511e-01
3.514193e-02  9.597751e-01
3.815524e-02  9.563984e-01
3.942989e-02  9.549734e-01
4.281088e-02  9.512035e-01
4.424107e-02  9.496131e-01
4.803460e-02  9.454068e-01
4.963929e-02  9.436328e-01
5.389570e-02  9.389429e-01
5.569620e-02  9.369657e-01
6.047198e-02  9.317405e-01
6.249217e-02  9.295386e-01
6.785067e-02  9.237222e-01
7.011736e-02  9.212724e-01
